"","00063026-2a67-41de-b105-f80dca277978","00a26384-1b1c-4db4-9664-75fb9b3febdb"
"TMEM190",0,10
"NLRP4",0,1
"PLPP7",480,90
"TAOK1",10449,5212
"MED27",547,660
"DEDD2",727,1186
"SIK3",3207,4444
"MPZL3",123,945
"JAML",279,357
"NEK8",127,490
"TLCD1",53,196
"PCSK7",1646,1880
"SAFB",3987,5593
"CD3G",66,73
"S100A1",34,135
"CHTOP",2438,6372
"CXCR5",2,1
"ZBTB7B",3757,10642
"FLAD1",1567,3675
"SHC1",5751,7115
"VPS11",3556,2862
"NLRX1",1492,1631
"ADAR",14772,25287
"IL6R",2238,1179
"UBE2Q1",2987,4210
"CHRNB2",1,79
"CRTC2",2619,3501
"ANO10",2647,2193
"FDPS",1081,2016
"RUSC1",1214,4786
"GBAP1",86,285
"FAM189B",1045,2651
"PAQR6",23,1213
"PMF1",453,931
"SLC25A44",1887,2969
"LMNA",44304,30862
"CCR5",306,122
"NBEAL2",2252,9813
"CCDC12",1084,1749
"PTH1R",781,111
"UBQLN4",1892,4293
"MYL3",147,27
"PPP1R35",68,530
"GPATCH4",1444,2371
"LRRC71",5,21
"FCRL3",22,49
"AZGP1",1653,80804
"FGFR4",3,1840
"CYP3A4",27,3
"CYP3A7",3,6
"NACC1",1504,6308
"CYP11B1",0,0
"HK3",880,64
"LY6K",36,15
"IER2",2472,3399
"ZNF394",928,1227
"CPSF4",910,1432
"LY6E",5264,10882
"VPS28",3275,5776
"TONSL",123,1097
"PTGER1",5,11
"PWWP3A",2175,2939
"RECQL4",105,962
"LRRC14",811,1617
"ZNF333",1059,745
"COL26A1",0,24
"PPP1R16A",456,1685
"FOXH1",1,24
"ORAI2",1245,3305
"ALKBH4",301,631
"CCDC105",1,0
"SH2B2",71,348
"MRNIP",605,1455
"SQSTM1",15459,8148
"MGAT4B",3129,5238
"RPL8",27770,56852
"MAML1",2923,4010
"PGLYRP2",1,1338
"LRWD1",371,1321
"FBXL13",26,69
"NAPEPLD",822,1027
"SCGB3A1",4,893
"PSMC2",4233,3741
"CELF5",0,49
"MFSD12",1567,2149
"AC008132.1",0,4
"AC007663.1",8,22
"USP41",1,4
"TUBA3FP",0,0
"YDJC",152,980
"CCDC116",16,13
"DVL3",5019,5877
"AP2M1",16213,14486
"ABCF3",2388,3033
"PCYT1A",5427,2565
"FBXO27",1120,291
"DMKN",56,1499
"U2AF1L4",65,122
"BDH1",304,2615
"NPHS1",0,7
"THAP8",319,326
"COX7A1",2203,146
"ZNF382",188,251
"LRRC56",29,847
"PLXDC1",2289,1263
"PGAP3",1009,2994
"IKZF3",190,329
"GRIN2C",126,46
"FDXR",178,977
"SAP30BP",2320,2920
"ACOX1",6446,2435
"PRPSAP1",1824,1949
"CYGB",3060,449
"SRSF2",3302,5386
"ZNF577",412,826
"TMEM143",415,383
"KLHL10",12,20
"KASH5",2,10
"HCRT",0,0
"ALDH16A1",1154,1808
"DCD",1,100
"ITGA5",10697,5181
"SIGLEC11",192,3
"ZNF385A",4366,5089
"SIGLEC16",275,9
"MPP3",171,1213
"CD300LG",7133,340
"IZUMO2",0,0
"NAGS",36,397
"LSM12",317,559
"ASB16",34,158
"EMC10",1906,5494
"JOSD2",612,1092
"SHANK1",21,219
"FAM171A2",56,53
"DBF4B",173,557
"PLCD3",3148,3568
"FMNL3",3508,1610
"AQP5",3,294
"RACGAP1",528,858
"OR7G1",0,0
"LARP4",2305,3322
"TAMALIN",983,536
"RAVER1",535,1888
"KRT84",0,1
"KRT82",0,0
"SYCE2",16,54
"SPC24",60,252
"IP6K3",12,11
"LEMD2",1740,2867
"ALOX15",3,28
"TREML1",26,18
"ADCY10P1",190,380
"ZNF653",75,378
"MED11",365,348
"CXCL16",3760,4564
"SCIMP",272,151
"RNASEK-C17orf49",0,1
"BCL6B",1911,445
"ASGR2",62,17
"TNFSF13",318,723
"SENP3",400,584
"FGF11",8,12
"EIF4A1",202,436
"RPL26",827,926
"CCDC42",1,1
"POLR3K",354,817
"SNRNP25",500,1023
"PRR35",0,0
"WDR90",525,4444
"JMJD8",792,1638
"CCDC78",11,1126
"MSLNL",0,43
"SSTR5",1,0
"SPSB3",2,26
"MEIOB",9,5
"HS3ST6",0,1
"TEDC2",16,384
"CCNF",192,1148
"TBC1D24",901,1256
"AMDHD2",495,1159
"NTN3",6,6
"BICDL2",0,4124
"PAQR4",169,1099
"FLYWCH2",553,2017
"ZG16B",1,5256
"ZNF75A",598,1694
"ADCY9",2702,2458
"SHANK2",326,2815
"CLPB",912,897
"NEU3",593,896
"CYB561A3",1450,1324
"PPP1R32",60,185
"ASRGL1",206,76
"GNG3",0,2
"UBXN1",4497,3916
"LBHD1",40,175
"TTC9C",593,770
"TAF6L",341,567
"NXF1",3742,7473
"STX5",2257,2112
"SLC25A45",547,837
"RPL29",12319,25755
"ITIH3",336,55
"SYVN1",4153,4129
"ZFPL1",136,141
"RPS6KA4",2099,1989
"LRP5",10600,5750
"TPCN2",780,443
"FGF19",0,14
"CYP4A22",15,21
"PDZK1IP1",24,889
"TAL1",647,176
"CMPK1",10456,5997
"BEND5",130,317
"ELAVL4",5,12
"COA7",1034,829
"ZYG11B",3712,1787
"SLC1A7",575,78
"CZIB",2087,1334
"MAGOH",692,1003
"ACOT11",77,81
"FAM151A",10,1
"PARS2",192,250
"LEXM",1,18
"BSND",0,12
"USP24",7154,3762
"PLPP3",8601,4314
"NOL9",974,1168
"PRKAA2",249,1444
"KLHL21",4803,3361
"ZSWIM5",162,494
"GMEB1",743,933
"SLC45A1",156,230
"SELENON",6383,7923
"AK4",3862,2732
"JAK1",22117,9645
"RAVER2",754,718
"CTRC",4,20
"LZIC",2386,2435
"RBP7",2861,184
"KNCN",0,0
"FBLIM1",1345,5140
"TMEM82",0,3
"SLC25A34",91,64
"AKR7A3",19,1476
"DRAXIN",17,133
"PDPN",814,1153
"LRRC38",0,1
"DHRS3",6056,1924
"MATN1",5,11
"LAPTM5",9534,2681
"SDC3",9699,11051
"PEF1",3368,3335
"SYNC",636,287
"RBBP4",3582,5772
"KIAA1522",1787,17104
"TSSK3",24,39
"TMCO4",1463,2397
"UBXN10",191,2507
"CAMK2N1",1703,5090
"ALPL",841,1478
"WNT4",236,1356
"TTLL10",134,29
"SCNN1D",112,752
"MXRA8",10318,11928
"FAAP20",730,2634
"MEGF6",1974,3833
"CCDC27",3,14
"IL23R",3,1
"DIRAS3",34,1000
"C1orf87",3,0
"NFIA",6387,5434
"OMA1",357,839
"MYSM1",1859,3902
"TM2D1",1007,1117
"USP1",2006,2322
"FUBP1",3500,7438
"NEXN",1954,874
"DNAJB4",2796,672
"ADGRL4",7928,1220
"LRRIQ3",102,71
"LRRC53",0,0
"TYW3",1377,1045
"LHX8",49,0
"SNX7",976,979
"B3GALT2",15,3
"NTNG1",10,45
"FAM102B",2532,2231
"HENMT1",294,558
"AKNAD1",15,46
"C1orf52",692,710
"DNAI3",21,47
"GBP2",6666,4492
"ATXN7L2",148,347
"GBP4",3519,337
"ZNF326",1508,1854
"HFM1",82,11
"BRINP3",0,543
"GFI1",26,88
"LSP1P3",0,0
"KCNT2",231,30
"AGL",3103,3174
"VCAM1",1032,315
"EXTL2",979,722
"SLC30A7",1599,2172
"DNAJA1P5",0,0
"ZNF281",1066,2824
"ARPC5",7846,8931
"CADM3",1027,397
"NLRP3",801,153
"ZNF496",1394,2772
"TRIM58",121,1228
"SLAMF9",88,15
"OR2M5",0,0
"KCNJ9",12,19
"IGSF8",1469,9685
"DDR2",32889,1765
"PEA15",24969,11069
"PEX19",7340,3677
"NCSTN",8261,10656
"VANGL2",140,4664
"SLAMF6",156,133
"OLFML2B",3016,1782
"FCRLB",27,51
"FCGR3B",283,21
"SLC9C2",3,0
"KLHDC9",65,1091
"C1orf74",109,440
"LMX1A",236,3
"LRRC52",0,0
"FLVCR1",273,1254
"FAM71A",0,1
"ATF3",4526,3665
"RBM15",548,624
"DENND2D",1350,2390
"AXDND1",2,36
"TDRD5",8,655
"IER5",750,2453
"SNED1",3784,2790
"BPNT1",1061,2656
"SPATA17",16,232
"C1orf115",6054,2231
"BROX",2699,3489
"NBPF20",75,163
"ACP6",395,2458
"MT2P1",12,93
"WDR64",1,11
"KIF26B",25,1466
"TFB2M",519,1432
"CNST",2174,1982
"PPP1R21",1817,1585
"KLHDC8A",1,65
"PM20D1",57,18
"PKDCC",4409,152
"OXER1",46,62
"HAAO",339,198
"B3GALNT2",953,1422
"C1orf147",2,12
"MAPKAPK2",6312,15287
"IL20",0,201
"IL24",12,69
"FCMR",524,888
"PIGR",3,2150
"FCAMR",0,2
"CAPN2",24118,14277
"MRPL55",721,2337
"OBSCN-AS1",0,64
"WDR26",8131,10700
"REL",669,654
"PUS10",285,636
"PEX13",1171,2402
"KIAA1841",587,760
"TRIM17",17,185
"RFTN2",745,130
"DISC1",552,356
"LINC01931",1,0
"CAPN13",0,5026
"LRRTM1",6,2
"MEMO1",78,124
"DPY30",791,1508
"TYW5",440,662
"MAIP1",536,611
"KCNF1",25,383
"SLC66A3",2756,1310
"ARL5A",1762,1156
"LRATD1",32,482
"KCNJ3",21,42
"NEUROD1",0,1
"CLHC1",80,532
"PRORSD1P",106,83
"FRZB",472,569
"DUSP19",150,136
"CFAP36",1277,1712
"NUP35",322,557
"CCDC138",72,238
"ZSWIM2",2,0
"FBXO41",231,1346
"ALMS1P1",22,107
"ACTG2",1700,6529
"WDCP",487,413
"SMC6",1647,1490
"VSNL1",12,157
"CCDC74A",87,2529
"H3-3A",833,2853
"ANKRD30BL",0,3
"COQ8A",44,24
"SLC16A14",498,750
"TEKT4",1,3
"EN1",285,41
"SGCB",7252,1466
"SPATA18",501,1095
"NOSTRIN",2797,2329
"CFAP221",11,78
"CCDC140",3,0
"SGPP2",11,551
"INHBB",6038,1901
"XIRP2",0,1
"BBS5",208,706
"BIRC8",1,0
"SMARCAD1",1803,2422
"HPGDS",700,98
"PDLIM5",7362,8179
"PDHA2",0,0
"STPG2",4,35
"NEURL3",1,44
"RPRD2",4174,4176
"ANKRD23",10,76
"CTSS",10981,1465
"MSX1",808,181
"PACRGL",569,871
"BNIPL",5,3057
"C1QTNF7",1849,21
"TNFAIP8L2",320,78
"LYSMD1",420,858
"SCNM1",809,1205
"TMOD4",43,38
"VPS72",1416,2715
"ERCC3",2130,3213
"RNF149",2081,2492
"IWS1",2831,2639
"BOLA3",114,193
"CDC42EP3",2564,2678
"S100A11",14665,21296
"LCE3D",0,2
"SMCP",0,0
"IVL",0,104
"SPRR3",0,16
"DHX57",1117,1203
"SPRR2D",1,8
"BMP10",0,0
"PGLYRP4",0,31
"ARHGAP25",1396,408
"S100A9",1347,2068
"S100A12",14,9
"TGFA",186,381
"TDRD10",262,115
"CCNYL1",1442,505
"FZD5",832,201
"CRYGC",0,0
"DCAF16",1685,2347
"C1orf189",2,8
"NPPC",3,8
"GNPDA2",1187,916
"ALPP",0,1
"GABRG1",58,1
"ALPG",0,0
"GABRB1",1,4
"PAQR3",861,551
"NIPAL1",136,287
"ALPI",0,1
"ANTXR2",11482,1606
"HELQ",631,479
"MRPS18C",215,194
"CGGBP1",5574,4562
"ABRAXAS1",453,301
"GPR155",956,407
"DAPL1",4,24
"PMVK",1958,3203
"PBXIP1",10924,9485
"CLDN1",60,1274
"PYGO2",2271,5168
"HIPK1",7276,3970
"LENEP",1,7
"DCST2",46,336
"DCST1",12,163
"COL6A3",91019,39564
"INAVA",0,153
"LINC01116",247,250
"YY1AP1",1812,3396
"KBTBD8",88,57
"TAFA4",0,9
"EOGT",1930,1827
"LMOD3",26,14
"NAXE",2053,5255
"POGLUT1",854,764
"SLC22A15",128,320
"CCKAR",0,2
"IGFN1",107,172
"ATP1A1",5710,10936
"SLC15A2",94,1089
"EIF4E3",4129,1755
"PROK2",32,3
"TEX55",0,0
"LRRC58",3813,2609
"FSTL1",127240,11306
"LMOD1",7952,3041
"ELF3",14,12715
"PDCL2",0,0
"TMEM183A",1160,2679
"TMEM169",118,30
"IGFBP7",9066,6974
"TRIM46",25,714
"KRTCAP2",75,299
"CXCR1",103,53
"ARPC2",12810,9480
"TSACC",8,33
"CCT3",6687,18628
"TMEM79",172,2313
"SSR2",3797,8902
"RNF25",693,1077
"STK36",817,3515
"ADORA1",466,2164
"NEK10",15,2712
"CCDC141",310,21
"FEV",2,2
"CRYBA2",0,8
"IHH",2,0
"CIP2A",173,332
"EOMES",37,51
"CWC22",1843,1181
"AZI2",1054,606
"TGFBR2",48214,5844
"RETNLB",0,0
"ANKZF1",944,2831
"HDAC11",780,3042
"FCRL4",0,1
"TRAT1",23,12
"FBLN2",59292,8373
"GLB1L",566,862
"STT3B",7722,7217
"CHCHD4",826,439
"DPPA2",0,0
"NFASC",1010,2616
"FCRL1",10,83
"SGO2",165,296
"SERPINI1",335,643
"CLASP2",3058,3170
"SUCLG1",4343,3505
"NUAK2",121,555
"SPTA1",51,2
"PRKCI",1186,2362
"MNDA",883,206
"PYHIN1",76,39
"IFI16",7100,3230
"AIM2",21,20
"EFHB",8,47
"EIF5A2",640,148
"SLC2A2",0,0
"RPL22L1",489,1129
"FABP1",1,4
"PPM1L",3495,947
"ICA1L",342,322
"SNHG16",641,829
"CTLA4",16,39
"ICOS",22,43
"RYBP",2306,4520
"PPP4R2",2716,3357
"CD200R1",560,29
"GTPBP8",334,239
"NEPRO",1969,1737
"SPICE1",56,178
"FAM86KP",0,17
"CCDC191",295,1094
"CADPS",2,31
"NKX6-1",1,25
"CDS1",260,2760
"WDFY3",6776,3550
"COX18",829,1024
"PTPN13",2965,2979
"SYNPR",0,3
"ALB",8,729
"C3orf49",17,9
"C4orf36",0,7
"THOC7",1750,1934
"ATXN7",1967,2527
"PSMD6",2581,2829
"PRICKLE2",2967,2019
"ADAMTS9",3325,706
"PPM1K",713,1091
"ERICH6",1,11
"CLRN1",0,5
"GMPS",2509,2965
"TIPARP",2744,4139
"CCNL1",3974,6188
"PTX3",81,127
"HESX1",18,52
"DCLK3",16,14
"SLMAP",3361,4012
"RPL9",13418,17667
"SMIM14",8826,17843
"RPP14",330,386
"ABHD6",1432,142
"DNASE1L3",394,27
"CFAP20DC",65,132
"RBM47",1721,13217
"APBB2",6830,5526
"IL17RE",1309,1255
"IL17RC",838,2120
"CRELD1",85,206
"PRRT3",123,723
"FANCD2OS",0,0
"PCOLCE2",24554,26
"U2SURP",4492,5259
"MTMR14",2190,2149
"TTC14",1260,2753
"CXCL3",30,17
"CXCL5",2,21
"PPBP",18,1
"PF4",10,0
"MTHFD2L",262,804
"CXCL1",83,108
"RCHY1",889,1193
"PLSCR2",2,8
"CCDC158",211,280
"CPA3",1067,1826
"GYG1",2389,1933
"HPS3",1208,1342
"TM4SF18",1365,411
"TOPBP1",2077,2362
"RYK",4025,3468
"SNRK",4283,1504
"TCF23",33,10
"DNAJC5G",3,3
"UCN",9,138
"ZNF513",483,1598
"SLC4A1AP",1446,1340
"PLB1",419,390
"SPDYA",10,40
"KIAA1143",1876,1494
"KIF15",98,204
"TGM4",7,5
"WDR43",1847,2381
"ZDHHC3",5917,3886
"CDCP1",449,3456
"CLEC3B",7507,161
"SLC6A20",3,20
"LZTFL1",1103,2225
"FYCO1",8238,3830
"CCR1",2643,107
"RTP3",0,0
"LRRC2",539,32
"ELP6",812,994
"FBXO40",10,3
"DTX3L",3286,2934
"ZNF148",3362,2569
"NMNAT3",398,505
"SMIM12",1842,1674
"ZMYM6",435,633
"TPRA1",1627,1632
"YEATS2",1626,1845
"GRIK3",14,2972
"ZC3H12A",263,2147
"MEAF6",2092,4413
"SNIP1",960,972
"DNALI1",310,3716
"POLR2H",849,2740
"KLF15",2070,435
"CFAP100",0,3
"CAMK2N2",2,86
"LIPH",10,685
"TMEM41A",1119,1541
"RPN1",10760,9289
"SENP2",2217,2058
"HEYL",859,501
"IFT122",1707,3411
"RHO",0,3
"IGF2BP2-AS1",0,0
"RFC4",257,758
"RPL39L",143,352
"BAP1",4123,4616
"TKT",16804,8816
"PRKCD",5968,4220
"RFT1",693,914
"SFMBT1",585,1152
"GNL3",2429,5025
"PBRM1",6443,3558
"UVSSA",1456,3132
"TASOR",5215,4579
"ARHGEF3",1737,5027
"SLBP",1546,1500
"LRPAP1",4628,6309
"ZDHHC19",1,5
"SLC51A",193,185
"UBXN7",3685,2362
"RNF168",1561,842
"PIGX",1053,1562
"MELTF",738,901
"OTOP1",0,0
"S100P",14,363
"ABLIM2",431,312
"EXO5",125,204
"CLDN19",0,250
"C1orf50",255,128
"ERMAP",900,656
"ZNF691",332,551
"AIMP1",2110,2757
"SGMS2",2540,682
"METAP1",1270,2387
"DNAJB14",2381,2034
"H2AZ1",2123,3578
"EMCN",2897,855
"SLC9B1",42,19
"SLC9B2",786,351
"BDH2",862,1075
"PGRMC2",10020,3784
"CDC25A",39,163
"CAMP",1,178
"ZNF589",605,1001
"FBXW12",1,22
"PLXNB1",3028,16597
"CCDC51",521,839
"ATRIP",439,1122
"SHISA5",6750,7748
"SPRY1",6520,3999
"BSN",76,106
"APEH",2780,6795
"INTU",629,1589
"RNF123",1259,2037
"HSPA4L",215,381
"MFSD8",790,894
"ABHD18",482,796
"CAMKV",0,1
"MON1A",480,552
"MST1R",109,1729
"RAD54L2",1974,1518
"TEX264",1659,2705
"GRM2",18,32
"DUSP7",1538,991
"POC1A",96,386
"PPM1M",1660,892
"ETNPPL",16,105
"WDR82",8033,6930
"PITX2",72,15
"C4orf3",9190,5605
"PRSS12",157,60
"NDST3",0,11
"HMGB2",2287,2579
"SAP30",207,475
"SCRG1",18,32
"HAND2",61,74
"MAD2L1",98,461
"ANXA5",46553,11572
"TMEM155",4,4
"ADAD1",0,0
"MAP9",412,1274
"GUCY1A1",2665,1236
"FBXO8",1398,899
"CEP44",708,1028
"HPGD",514,394
"ASB5",4,2
"C4orf45",1,3
"TMEM144",662,1641
"GASK1B",9027,7189
"NPY1R",3247,16722
"NPY5R",303,204
"NAA15",1908,2497
"IL15",273,183
"FAM160A1",11,913
"ARFIP1",1925,2707
"ICE1",3289,2693
"HHIP",123,16
"ANAPC10",126,108
"ABCE1",2418,2856
"OTUD4",3274,2687
"LSM6",613,384
"TMEM184C",2250,1858
"PRMT9",628,578
"ITGA2",292,3432
"MOCS2",1985,1306
"SLC45A2",1,2
"EDIL3",1655,178
"TMEM161B",538,946
"ELOVL7",726,388
"NDUFAF2",617,442
"ZNF474",15,13
"LMBRD2",1527,1322
"RANBP3L",275,248
"NIPBL",5694,4387
"RNF180",701,429
"ADGRV1",10,1329
"SLC25A46",3916,2455
"STARD4",380,274
"PGGT1B",1466,1438
"F2RL2",10,2144
"CCDC112",399,480
"ANKRD33B",921,79
"CMBL",1761,4110
"C5orf63",174,270
"PRRC1",4140,4404
"F2RL1",102,476
"AGGF1",878,912
"WDR41",2067,1452
"PRDM9",0,0
"NDUFS4",1705,1171
"SCGB3A2",0,4
"SPINK1",0,2
"HTR4",15,3
"ESM1",14,85
"GRPEL2",699,776
"CDC20B",0,8
"ARSK",407,310
"RHOBTB3",9470,4044
"GPX8",2472,1474
"TIGD6",306,595
"SPZ1",0,1
"SERINC5",1894,3233
"ENPP6",18,60
"CAGE1",2,6
"CASP3",1210,1834
"PRIMPOL",457,479
"ERAP1",8303,2260
"ERAP2",6903,2550
"CMYA5",436,4182
"EGFLAM",2533,606
"CFAP97",3355,3500
"TMEM174",0,0
"CARTPT",0,3
"RICTOR",2342,1673
"TENT2",2908,2774
"EBF1",10295,487
"ANKRA2",521,1294
"UBLCP1",1460,1253
"FAM170A",4,2
"UTP15",716,905
"TLR3",1749,427
"KLKB1",8,76
"NSA2",2768,3015
"GFM2",814,1019
"TERT",0,6
"SLC6A18",0,0
"CCDC127",1486,1163
"FOXQ1",3,40
"LINC01600",5,3
"ADGRF2",0,1
"ACSL6",18,41
"IL3",0,0
"CSF2",0,0
"SEPTIN8",3632,6514
"SHROOM1",658,11966
"GDF9",26,736
"UQCRQ",1613,3444
"LEAP2",29,69
"GJB7",1,2
"SLC35A1",321,592
"GRIK2",43,46
"CGAS",299,221
"FABP7",0,101
"TLX3",0,0
"TXLNB",164,274
"CITED2",5234,6278
"CALHM4",1,1
"TBXT",22,0
"CREBRF",3454,1664
"DCBLD1",717,334
"SFXN1",735,1680
"SAMD3",35,29
"TMEM200A",125,353
"IL22RA2",0,18
"DACT2",1294,36
"PDSS2",919,955
"SPATA48",0,0
"STXBP5",1708,1224
"H2AC1",0,0
"IL31RA",5,0
"ANKRD55",7,4
"RAET1E",19,54
"PI16",18366,920
"TBX20",1,147
"DAGLB",907,1471
"KIAA0895",60,629
"STK17A",1184,1266
"TRA2A",2386,4119
"FAM183BP",0,7
"GALNT10",3950,10589
"SAP30L",4143,1877
"RPS14",19367,23581
"HCN1",18,4
"MYOZ3",34,30
"COG5",2445,2826
"NEUROD6",0,0
"BMT2",568,499
"GPR85",95,28
"SLU7",3350,2308
"RP9",248,326
"PTTG1",100,198
"CAMLG",2129,2073
"FBXL21P",0,0
"BMPER",896,56
"RELL2",15,153
"SMAD5-AS1",0,1
"KCNK5",289,197
"KIF6",66,153
"ZNF12",1604,1939
"SLC29A4",4446,182
"TEX47",0,4
"STEAP1",1325,894
"CDCA7L",364,567
"SP8",0,0
"MIOS",1253,2435
"ELAPOR2",1276,683
"USP49",440,527
"INTS4P1",2,38
"SYTL3",451,453
"IQUB",17,87
"HEY1",640,480
"ZNF704",5628,2899
"FABP5",1968,51
"SHH",0,2
"TAGAP",875,195
"COL1A2",144916,96062
"FNDC1",9247,1357
"CHMP4C",56,985
"SLC13A4",75,78
"PGAM2",0,0
"BRI3",4660,1544
"LMTK2",1459,2688
"SLC35G3",1,0
"CTSB",72176,27825
"SOX17",896,259
"SEPTIN7P5",0,0
"DLC1",15068,2160
"ADCY1",536,1595
"C8orf48",78,21
"SUN3",1,1
"C7orf57",6,5
"HNF4G",4,71
"PEX2",1886,2117
"RAD21",8683,7983
"SLC30A8",1,188
"MED30",343,401
"TNFRSF11B",463,1125
"SBSPON",238,1197
"PHKG1",479,57
"EN2",31,1
"KCNV1",0,1
"CSMD3",0,0
"SPIDR",2447,4253
"ORC5",519,1140
"DEFA5",0,0
"DNAAF5",1033,2959
"DEFA4",1,0
"DEFA6",0,0
"OSGIN2",2660,1418
"DEFB1",332,82
"SUN1",10733,7990
"OXR1",3678,2374
"TMEM74",43,5
"FAM86FP",22,157
"GPR146",558,45
"GPER1",1264,91
"UNCX",0,0
"TMEM184A",50,3609
"NOS3",1270,395
"SPAG11B",0,0
"MICALL2",597,4978
"CA3",494,54
"INTS1",5694,9201
"CDK5",239,1101
"SLC4A2",3080,5593
"SLC7A13",0,21
"FASTK",1715,4432
"TMUB1",668,1985
"FMC1",9,21
"GBX1",2,1
"PHAX",2222,1953
"ALDH7A1",2484,4851
"FOXK1",2490,2901
"COX6C",2040,6755
"OSR2",1769,114
"YWHAZ",27115,28060
"BAALC",316,65
"FZD6",1495,1541
"CTHRC1",1446,2708
"SLC25A32",9,15
"DCAF13",1045,1857
"DCSTAMP",164,23
"TP53INP1",1882,5055
"INTS8",1407,1670
"VIRMA",4245,4027
"FREM1",2231,380
"GEM",2073,1907
"PDP1",2026,1986
"TMEM67",400,815
"WASHC5",3511,3081
"RPP25L",453,899
"FAM219A",2166,1513
"C9orf24",36,12
"SNAPC3",1513,1869
"MYORG",1885,1530
"NUDT2",948,1199
"TMEM65",1172,1155
"PSIP1",3296,969
"CCDC171",182,306
"UBAP1",3940,3386
"DIRAS2",7,2
"SYK",3199,1715
"NIPSNAP3B",1305,229
"ABCA1",12683,1129
"NFIL3",1648,1145
"LETM2",84,186
"METTL2B",1052,1125
"PRKACG",1,1
"FXN",288,289
"ZMAT4",1,30
"NKX6-3",1,0
"TMEM71",224,429
"MAMDC2",7975,699
"PRSS37",0,3
"CPA6",4,34
"C8orf34",168,56
"TMC1",30,22
"ALDH1A1",9161,589
"KDM1B",1275,1367
"HGSNAT",8572,5598
"RASEF",11,6114
"GKAP1",411,316
"KIF27",218,483
"C9orf64",1047,1268
"HNRNPK",20519,27937
"SSMEM1",0,1
"AL353743.1",210,297
"SVEP1",21586,1594
"TRPV6",1,363
"LLCFC1",1,4
"ANKS6",1147,316
"FBP1",570,2798
"PGAP4",637,59
"ZHX1",4054,1841
"CFAP47",1,96
"CYBB",14562,957
"DYNLT3",2077,2471
"METTL27",82,91
"MID1IP1",2600,4817
"NCF1C",214,44
"SHOC1",8,21
"CXorf58",3,5
"KIAA1958",238,862
"PTCHD1",71,55
"RNF183",10,1522
"ASB11",13,2
"PCDH19",1082,177
"PIGA",471,953
"VEGFD",1600,149
"OR1Q1",0,3
"OR1K1",0,0
"STRBP",625,2883
"CLDN3",0,4009
"GAPVD1",3541,2941
"CARD19",575,2884
"WNK2",97,1679
"ATP7A",1300,1635
"ZNF367",149,251
"NLGN4Y",2,0
"HDX",218,242
"NDUFB6",1082,1795
"AQP7",14081,51
"NOL6",2320,3844
"AQP3",504,1851
"TRMT10B",396,657
"VCP",18107,14904
"PIGO",1362,3054
"STOML2",2826,3600
"BRWD3",1138,1393
"SLITRK5",4,93
"MELK",76,241
"ARMC3",0,262
"OTUD1",1483,769
"ARHGAP12",2753,2812
"FAT3",88,58
"DEUP1",0,3
"HECTD2",927,1426
"SLC7A3",1,112
"FBXO33",1062,518
"INTS6L",409,668
"GPR101",0,0
"CLDN2",214,58
"LRFN5",26,70
"LRRC18",3,5
"SPTSSA",1969,4531
"WRN",1265,1235
"MARCHF8",3493,3124
"TSHR",24,12
"CFL2",3837,523
"SUGT1",2443,1742
"GTF2A1",2786,2569
"ZCCHC24",9936,1906
"PGM2L1",580,1909
"PHYHIPL",9,19
"SLC16A9",36,192
"FOLR2",9591,330
"INPPL1",4002,7623
"PHOX2A",0,1
"MBL2",0,0
"GJB2",29,309
"CRYL1",2123,953
"REEP3",4750,3161
"HEPACAM",824,14
"SKA3",29,140
"MICU2",1489,2832
"DDIAS",101,181
"PCF11",2956,2963
"PKNOX2",189,25
"RPL10L",0,0
"LRR1",284,206
"RPL36AL",5418,4120
"DNAAF2",341,844
"DEPP1",42524,7228
"MAGEC3",2,7
"ZNF22-AS1",233,108
"ZNF22",1097,1204
"KLHDC2",1851,2321
"EML5",9,39
"NEMF",1798,1719
"RPUSD4",1174,1277
"ARF6",5745,8965
"TTC8",613,2226
"TMEM63C",1,2329
"NGB",0,2
"NOXRED1",14,47
"CDX2",0,0
"AMER2",0,0
"AKR1E2",136,50
"KBTBD6",678,552
"SSX5",1,0
"SSX3",0,1
"OTX2",0,0
"FAAH2",19,842
"DRGX",6,1
"NUDT5",1718,2017
"DACT1",327,308
"OXGR1",6,13
"UCMA",0,0
"BEND7",1073,772
"ATP5F1C",4776,5389
"PRPF18",262,230
"TAF3",891,559
"VSTM4",2852,707
"VDAC2",2885,2369
"SOHLH1",0,0
"COMTD1",151,587
"SLC18A2",90,88
"PDZD8",2910,2603
"ZNF503",941,429
"ABRAXAS2",1199,1192
"QSOX2",867,1129
"FAM204A",2073,1940
"NSD1",5050,5558
"PRDX3",7161,9873
"ENOX2",1258,906
"GHITM",8392,7164
"CLEC1B",19,3
"SNAPC4",695,1925
"TMEM52B",6,35
"PMPCA",1645,3632
"ENTR1",1052,1881
"FRMD7",5,6
"AK8",36,289
"SPACA9",250,673
"TSC1",2907,2455
"GFI1B",10,4
"HPRT1",576,1223
"BORCS5",654,827
"DIPK1B",203,280
"ZMYND19",354,1095
"STOX1",177,255
"RET",32,5497
"DDX21",5288,5915
"BMS1",2506,2474
"STK32C",497,555
"JCAD",8060,1448
"OR4K2",0,0
"FUNDC2",3274,2399
"PIP4P1",1348,1803
"METTL17",617,1436
"SLC39A2",2,11
"NDRG2",9251,4234
